n,mean_daily,std_daily,mean_annualized,std_annualized,skewness,excess_kurtosis,min,max,jarque_bera_stat,jarque_bera_pvalue
3898,0.0004553432479684864,0.010853314343507628,0.11474649848805857,0.1722910239223886,-0.6374128438215209,14.327399953168769,-0.1276521974728174,0.0908948798330364,33603.9384863601,0.0
