Date,Open,High,Low,Close,Adj Close,Volume,flag_missing_value,flag_zero_volume,log_return,flag_outlier_return,target_rv_5d,target_ret_5d,hist_vol_5d,hist_vol_10d,hist_vol_20d,today_return,today_abs_return,today_sq_return
2011-01-19,1294.52001953125,1294.5999755859375,1278.9200439453125,1281.9200439453125,1281.9200439453125,4743710000,False,False,-0.0101671657933855,False,0.05460703273846231,0.011409606357120398,0.1106073824207413,0.08568304948527397,,-0.0101671657933855,0.0101671657933855,0.00010337126027018821
2011-01-20,1280.8499755859375,1283.3499755859375,1271.260009765625,1280.260009765625,1280.260009765625,4935320000,False,False,-0.0012957984038339,False,0.056130146274594964,0.014947195821754099,0.09091684479573069,0.08219026122590117,,-0.0012957984038339,0.0012957984038339,1.679093503378483e-06
2011-01-21,1283.6300048828125,1291.2099609375,1282.0699462890625,1283.3499755859375,1283.3499755859375,4935320000,False,False,0.0024106376042604,False,0.13860868780761937,-0.005477247206689101,0.09171150302169181,0.08238849377393206,,0.0024106376042604,0.0024106376042604,5.811173659074322e-06
2011-01-24,1283.2900390625,1291.9300537109375,1282.469970703125,1290.8399658203125,1290.8399658203125,3902470000,False,False,0.0058193152345954,False,0.1429766059403442,-0.0036632125084034017,0.0859624342527654,0.08692138915688352,,0.0058193152345954,0.0058193152345954,3.3864429799594115e-05
2011-01-25,1288.1700439453125,1291.260009765625,1281.0699462890625,1291.1800537109375,1291.1800537109375,4595380000,False,False,0.0002634277736185,False,0.18507609852486123,0.012629151555812398,0.08542649303217999,0.08665607350971608,,0.0002634277736185,0.0002634277736185,6.939419191359968e-08
2011-01-26,1291.969970703125,1299.739990234375,1291.969970703125,1296.6300048828125,1296.6300048828125,4730980000,False,False,0.00421202414848,False,0.18366708447288094,0.005690897147969496,0.05460703273846231,0.08722362372221074,,0.00421202414848,0.00421202414848,1.774114742737867e-05
2011-01-27,1297.510009765625,1301.2900390625,1294.4100341796875,1299.5400390625,1299.5400390625,4309190000,False,False,0.0022417910607998,False,0.1837361687152769,0.0058005383772962976,0.056130146274594964,0.07555284901450907,,0.0022417910607998,0.0022417910607998,5.025627160281893e-06
2011-01-28,1299.6300048828125,1302.6700439453125,1275.0999755859375,1276.3399658203125,1276.3399658203125,5618630000,False,False,-0.0180138054241828,False,0.1335005300715756,0.0266944548642316,0.13860868780761937,0.11752312138946931,,-0.0180138054241828,0.0180138054241828,0.0003244971858603177
2011-01-31,1276.5,1287.1700439453125,1276.5,1286.1199951171875,1286.1199951171875,4167160000,False,False,0.0076333499328811,False,0.12975387724459644,0.0252818872773031,0.1429766059403442,0.11796577882776318,,0.0076333499328811,0.0076333499328811,5.826803119781589e-05
2011-02-01,1289.1400146484375,1308.8599853515625,1289.1400146484375,1307.5899658203125,1307.5899658203125,5164500000,False,False,0.0165557918378343,False,0.06245519803197199,0.012902115815308401,0.18507609852486123,0.14413682381154588,0.11303883938316599,0.0165557918378343,0.0165557918378343,0.00027409424337770076
2011-02-02,1305.9100341796875,1307.6099853515625,1302.6199951171875,1304.030029296875,1304.030029296875,4098260000,False,False,-0.0027262302593629,False,0.06259619267759546,0.012838692996870602,0.18366708447288094,0.1354908224627555,0.11335640242335199,-0.0027262302593629,0.0027262302593629,7.432331427065906e-06
2011-02-03,1302.77001953125,1308.5999755859375,1294.8299560546875,1307.0999755859375,1307.0999755859375,4370990000,False,False,0.0023514322901266,False,0.060563193670893266,0.0112364729142426,0.1837361687152769,0.13584839530700413,0.11227204805264294,0.0023514322901266,0.0023514322901266,5.5292338150500265e-06
2011-02-04,1307.010009765625,1311.0,1301.6700439453125,1310.8699951171875,1310.8699951171875,3925950000,False,False,0.0028801110627525,False,0.0690662234370199,0.0138486233533765,0.1335005300715756,0.1360785799917492,0.11248387404181125,0.0028801110627525,0.0028801110627525,8.295039733789336e-06
2011-02-07,1311.8499755859375,1322.8499755859375,1311.8499755859375,1319.050048828125,1319.050048828125,3902270000,False,False,0.0062207823459526,False,0.05572919710837683,0.010009925651492701,0.12975387724459644,0.13652541614334357,0.11444325481668967,0.0062207823459526,0.0062207823459526,3.8698132995715536e-05
2011-02-08,1318.760009765625,1324.8699951171875,1316.030029296875,1324.5699462890625,1324.5699462890625,3881530000,False,False,0.0041760203758396,False,0.05249704758497713,0.002593750584074202,0.06245519803197199,0.13811917681190578,0.11529566791367273,0.0041760203758396,0.0041760203758396,1.7439146179427514e-05
2011-02-09,1322.47998046875,1324.5400390625,1314.8900146484375,1320.8800048828125,1320.8800048828125,3922240000,False,False,-0.0027896530778007,False,0.06576380187392364,0.011621342360725703,0.06259619267759546,0.1372076551372026,0.11496499720237312,-0.0027896530778007,0.0027896530778007,7.782164294482918e-06
2011-02-10,1318.1300048828125,1322.780029296875,1311.739990234375,1321.8699951171875,1321.8699951171875,4184610000,False,False,0.0007492122074986,False,0.06907895927859052,0.013943101033607502,0.060563193670893266,0.13679707621471085,0.11050265393894984,0.0007492122074986,0.0007492122074986,5.613189318649252e-07
2011-02-11,1318.6600341796875,1330.7900390625,1316.0799560546875,1329.1500244140625,1329.1500244140625,4219300000,False,False,0.0054922615018864,False,0.05863395578718249,0.010373712253745504,0.0690662234370199,0.10628389988432871,0.11204452560421224,0.0054922615018864,0.0054922615018864,3.016493640510345e-05
2011-02-14,1328.72998046875,1332.9599609375,1326.9000244140625,1332.3199462890625,1332.3199462890625,3567040000,False,False,0.0023820846440688,False,0.15759442741375232,-0.012750577310777798,0.05572919710837683,0.09985442421432843,0.10928593461561237,0.0023820846440688,0.0023820846440688,5.6743272515083814e-06
2011-02-15,1330.4300537109375,1330.4300537109375,1324.6099853515625,1328.010009765625,1328.010009765625,3926860000,False,False,-0.0032401546915789,False,0.16186782133348823,-0.015641137629707497,0.05249704758497713,0.05769138482629873,0.109780963426399,-0.0032401546915789,0.0032401546915789,1.0498602425360756e-05
2011-02-16,1329.510009765625,1337.6099853515625,1329.510009765625,1336.3199462890625,1336.3199462890625,1966450000,False,False,0.0062379386988508,False,0.15585222901866327,-0.022873948289801195,0.06576380187392364,0.06419953650394733,0.10601731806397387,0.0062379386988508,0.0062379386988508,3.891187921062041e-05
2011-02-17,1334.3699951171875,1341.5,1331.0,1340.4300537109375,1340.4300537109375,1966450000,False,False,0.0030709708803804,False,0.1713656139195599,-0.0154496710048569,0.06907895927859052,0.06496076909424366,0.10647696471256989,0.0030709708803804,0.0030709708803804,9.430862148144371e-06
2011-02-18,1340.3800048828125,1344.0699462890625,1338.1199951171875,1343.010009765625,1343.010009765625,1162310000,False,False,0.0019228727220244,False,0.17529932348841035,-0.011826863775648299,0.05863395578718249,0.06406279728167363,0.10635182633157667,0.0019228727220244,0.0019228727220244,3.697439505105526e-06
2011-02-22,1338.9100341796875,1338.9100341796875,1312.3299560546875,1315.43994140625,1315.43994140625,1322780000,False,False,-0.0207422049204545,False,0.14741497027009318,-0.0069495206462523995,0.15759442741375232,0.11819844957149978,0.1276911561820542,-0.0207422049204545,0.0207422049204545,0.0004302390649621269
2011-02-23,1315.43994140625,1317.9100341796875,1299.550048828125,1307.4000244140625,1307.4000244140625,1330340000,False,False,-0.0061307150105086,False,0.14130863757237785,0.0007950922537763006,0.16186782133348823,0.12032691217759517,0.12952890178912427,-0.0061307150105086,0.0061307150105086,3.7585666540075467e-05
2011-02-24,1307.0899658203125,1310.9100341796875,1294.260009765625,1306.0999755859375,1306.0999755859375,1222900000,False,False,-0.0009948719612429,False,0.18603288678514462,0.0188623987942577,0.15585222901866327,0.11961353378066912,0.12871157308445264,-0.0009948719612429,0.0009948719612429,9.897702192672943e-07
2011-02-25,1307.3399658203125,1320.6099853515625,1307.3399658203125,1319.8800048828125,1319.8800048828125,3836030000,False,False,0.0104952481653247,False,0.178383264308072,0.0009617608395642999,0.1713656139195599,0.13064852897955037,0.13375813654767665,0.0104952481653247,0.0104952481653247,0.0001101502340517515
2011-02-28,1321.6099853515625,1329.3800048828125,1320.550048828125,1327.219970703125,1327.219970703125,1252850000,False,False,0.005545679951233,False,0.1838659086031328,-0.0129601343679385,0.17529932348841035,0.13070538165421422,0.11912213095809655,0.005545679951233,0.005545679951233,3.075456612150765e-05
2011-03-01,1328.6400146484375,1332.0899658203125,1306.1400146484375,1306.3299560546875,1306.3299560546875,1180420000,False,False,-0.0158648617910586,False,0.15842472973054042,0.0117878889532962,0.14741497027009318,0.15258960811864103,0.12894668382896768,-0.0158648617910586,0.0158648617910586,0.00025169383964939113
2011-03-02,1305.469970703125,1314.18994140625,1302.5799560546875,1308.43994140625,1308.43994140625,1025000000,False,False,0.0016138978895201,False,0.15830571918009312,0.008811359670805301,0.14130863757237785,0.15193637259690598,0.11491944396202486,0.0016138978895201,0.0016138978895201,2.6046663977974326e-06
2011-03-03,1312.3699951171875,1332.280029296875,1312.3699951171875,1330.969970703125,1330.969970703125,4340470000,False,False,0.0170724345792385,False,0.16930285673174136,-0.027312355384763797,0.18603288678514462,0.17160733121824998,0.12955820432371665,0.0170724345792385,0.0170724345792385,0.0002914680224623784
2011-03-04,1330.72998046875,1331.0799560546875,1312.5899658203125,1321.1500244140625,1321.1500244140625,4223740000,False,False,-0.0074053897893687,False,0.16854819315570732,-0.012851401070825497,0.178383264308072,0.17490963755498312,0.1319342314013524,-0.0074053897893687,0.0074053897893687,5.483979793248619e-05
2011-03-07,1322.719970703125,1327.6800537109375,1303.989990234375,1310.1300048828125,1310.1300048828125,3964730000,False,False,-0.0083762152562698,False,0.16348686191490516,-0.010542882771329396,0.1838659086031328,0.17963368999431856,0.13485604283184302,-0.0083762152562698,0.0083762152562698,7.016098201936695e-05
2011-03-08,1311.050048828125,1325.739990234375,1306.8599853515625,1321.8199462890625,1321.8199462890625,4531420000,False,False,0.0088831615301761,False,0.17071901020794783,-0.030689588696350998,0.15842472973054042,0.15301890152841774,0.13672172048740097,0.0088831615301761,0.0088831615301761,7.891055877120059e-05
2011-03-09,1319.9200439453125,1323.2099609375,1312.27001953125,1320.02001953125,1320.02001953125,3709520000,False,False,-0.0013626313929708,False,0.22042296971628483,-0.049014439252752395,0.15830571918009312,0.15004804526832086,0.1360018045524374,-0.0013626313929708,0.0013626313929708,1.8567643131095427e-06
2011-03-10,1315.719970703125,1315.719970703125,1294.2099609375,1295.1099853515625,1295.1099853515625,4723020000,False,False,-0.0190512804763306,False,0.1980434893720014,-0.016653892544547595,0.16930285673174136,0.1778646848915531,0.15156391984088885,-0.0190512804763306,0.0190512804763306,0.0003629512877878155
2011-03-11,1293.4300537109375,1308.3499755859375,1291.989990234375,1304.280029296875,1304.280029296875,3740400000,False,False,0.0070555645245696,False,0.19402207360367063,-0.019408517486571394,0.16854819315570732,0.1735354177124328,0.15359619026061316,0.0070555645245696,0.0070555645245696,4.978099076036504e-05
2011-03-14,1301.18994140625,1301.18994140625,1286.3699951171875,1296.3900146484375,1296.3900146484375,4050370000,False,False,-0.0060676969567737,False,0.216657057464176,0.0015338474003845047,0.16348686191490516,0.1739750360902949,0.15386879146856455,-0.0060676969567737,0.0060676969567737,3.6816946359240824e-05
2011-03-15,1288.4599609375,1288.4599609375,1261.1199951171875,1281.8699951171875,1281.8699951171875,5201400000,False,False,-0.0112635443948455,False,0.2029379072503827,0.009240506454191905,0.17071901020794783,0.16468663491093646,0.15875338771832323,-0.0112635443948455,0.0112635443948455,0.00012686743233465548
2011-03-16,1279.4599609375,1280.9100341796875,1249.050048828125,1256.8800048828125,1256.8800048828125,5833000000,False,False,-0.0196874819493722,False,0.14857868213902564,0.03183773066206701,0.22042296971628483,0.19189448442265442,0.17307246238171775,-0.0196874819493722,0.0196874819493722,0.00038759694550685617
2011-03-17,1261.6099853515625,1278.8800048828125,1261.6099853515625,1273.719970703125,1273.719970703125,4134950000,False,False,0.0133092662318742,False,0.13230493045291428,0.027825857865668102,0.1980434893720014,0.1842344715032539,0.17803288547054086,0.0133092662318742,0.0133092662318742,0.00017713656763090687
2011-03-18,1276.7099609375,1288.8800048828125,1276.1800537109375,1279.2099609375,1279.2099609375,4685500000,False,False,0.0043009395825458,False,0.1306688191501258,0.026681069285311203,0.19402207360367063,0.18173202588085816,0.17835345600853444,0.0043009395825458,0.0043009395825458,1.849808129270924e-05
2011-03-21,1281.6500244140625,1300.5799560546875,1281.6500244140625,1298.3800048828125,1298.3800048828125,4223730000,False,False,0.0148746679301822,False,0.07940182288884534,0.009054782855737702,0.216657057464176,0.19192216464991546,0.18587950379867624,0.0148746679301822,0.0148746679301822,0.0002212557460331908
2011-03-22,1298.2900390625,1299.3499755859375,1292.699951171875,1293.77001953125,1293.77001953125,3576550000,False,False,-0.0035568853410381,False,0.09034126904917475,0.0196469078040774,0.2029379072503827,0.18752169827188842,0.17114200470331176,-0.0035568853410381,0.0035568853410381,1.2651433329291723e-05
2011-03-23,1292.18994140625,1300.510009765625,1284.050048828125,1297.5400390625,1297.5400390625,3842350000,False,False,0.0029097422585029,False,0.0998599220331285,0.023399628171809603,0.14857868213902564,0.18796530313426973,0.1700667090750009,0.0029097422585029,0.0029097422585029,8.466600010917556e-06
2011-03-24,1300.6099853515625,1311.3399658203125,1297.739990234375,1309.6600341796875,1309.6600341796875,4223740000,False,False,0.0092973934354753,False,0.07605493374666181,0.012271057631359104,0.13230493045291428,0.16841291266525332,0.1732032841547263,0.0092973934354753,0.0092973934354753,8.644152469401918e-05
2011-03-25,1311.800048828125,1319.1800537109375,1310.1500244140625,1313.800048828125,1313.800048828125,4223740000,False,False,0.0031561510021889,False,0.08073156588659941,0.014065619573626204,0.1306688191501258,0.16540693054336697,0.16951990129835312,0.0031561510021889,0.0031561510021889,9.961289148617998e-06
2011-03-28,1315.449951171875,1319.739990234375,1310.18994140625,1310.18994140625,1310.18994140625,3215170000,False,False,-0.0027516184993913,False,0.07837085577095784,0.017162388253869204,0.07940182288884534,0.16316392068577357,0.16865612677304792,-0.0027516184993913,0.0027516184993913,7.57140436619243e-06
2011-03-29,1309.3699951171875,1319.449951171875,1305.260009765625,1319.43994140625,1319.43994140625,3482580000,False,False,0.0070352396073016,False,0.06040776138804466,0.009947077189037404,0.09034126904917475,0.15707536263300537,0.1609260035926112,0.0070352396073016,0.0070352396073016,4.9494596332145174e-05
2011-03-30,1321.8900146484375,1331.739990234375,1321.8900146484375,1328.260009765625,1328.260009765625,3809570000,False,False,0.0066624626262351,False,0.04064145494311029,0.005465911320955303,0.0998599220331285,0.1265852061155491,0.16255354127048788,0.0066624626262351,0.0066624626262351,4.438840824597951e-05
2011-03-31,1327.43994140625,1329.77001953125,1325.030029296875,1325.8299560546875,1325.8299560546875,3566270000,False,False,-0.0018311771049752,False,0.03999185503107342,0.005775925726705303,0.07605493374666181,0.10790956298993983,0.15097485597734986,-0.0018311771049752,0.0018311771049752,3.3532095897853544e-06
2011-04-01,1329.47998046875,1337.8499755859375,1328.8900146484375,1332.4100341796875,1332.4100341796875,4223740000,False,False,0.004950712944456,False,0.03428567794329535,-0.003187270218724797,0.08073156588659941,0.10860922158958375,0.14970386141488837,0.004950712944456,0.004950712944456,2.4509558658404197e-05
2011-04-04,1333.56005859375,1336.739990234375,1329.0999755859375,1332.8699951171875,1332.8699951171875,4223740000,False,False,0.0003451501808517,False,0.03954585498102405,-0.006329708690978597,0.07837085577095784,0.07888802352811175,0.1467266804982672,0.0003451501808517,0.0003451501808517,1.1912864734196121e-07
2011-04-05,1332.030029296875,1338.2099609375,1330.030029296875,1332.6300048828125,1332.6300048828125,3852280000,False,False,-0.0001800714575302,False,0.06807464763074046,-0.013956732679172898,0.06040776138804466,0.07684608815460389,0.14329987541417877,-0.0001800714575302,0.0001800714575302,3.242572981705062e-08
2011-04-06,1335.93994140625,1339.3800048828125,1331.0899658203125,1335.5400390625,1335.5400390625,4223740000,False,False,0.002181296758153,False,0.06630365946335563,-0.015947811947015795,0.04064145494311029,0.07623559499458028,0.14342737034216238,0.002181296758153,0.002181296758153,4.758055547128788e-06
2011-04-07,1334.8199462890625,1338.800048828125,1326.56005859375,1333.510009765625,1333.510009765625,4005600000,False,False,-0.0015211626992252,False,0.06542098857213248,-0.014342976156928906,0.03999185503107342,0.06076060161007087,0.12659928882188082,-0.0015211626992252,0.0015211626992252,2.3139359575140964e-06
2011-04-08,1336.1600341796875,1339.4599609375,1322.93994140625,1328.1700439453125,1328.1700439453125,3582810000,False,False,-0.0040124830009741,False,0.06513090006564577,-0.006412764330386806,0.03428567794329535,0.0620205346741452,0.12491196778740835,-0.0040124830009741,0.0040124830009741,1.610001983310612e-05
2011-04-11,1329.010009765625,1333.77001953125,1321.06005859375,1324.4599609375,1324.4599609375,3478970000,False,False,-0.0027972882914021,False,0.10016970767225955,-0.014694473767562605,0.03954585498102405,0.06207199723084656,0.12344107471538725,-0.0027972882914021,0.0027972882914021,7.82482178521528e-06
2011-04-12,1321.9599609375,1321.9599609375,1309.510009765625,1314.1600341796875,1314.1600341796875,4275490000,False,False,-0.0078070954457245,False,0.0927796825186808,-0.0011725681037437052,0.06807464763074046,0.06435547873322209,0.12002978211525744,-0.0078070954457245,0.0078070954457245,6.095073929865223e-05
2011-04-13,1314.030029296875,1321.3499755859375,1309.18994140625,1314.4100341796875,1314.4100341796875,3850860000,False,False,0.0001902174903101,False,0.13300039471778957,0.012061649538293496,0.06630365946335563,0.054990467892742444,0.09759038366145201,0.0001902174903101,0.0001902174903101,3.618269361987298e-08
2011-04-14,1311.1300048828125,1316.7900390625,1302.4200439453125,1314.52001953125,1314.52001953125,3872630000,False,False,8.36730908616908e-05,False,0.13814753603102867,0.017240884947087504,0.06542098857213248,0.05421832814916679,0.08539350353501877,8.36730908616908e-05,8.36730908616908e-05,7.001186134348763e-09
2011-04-15,1314.5400390625,1322.8800048828125,1313.6800537109375,1319.6800537109375,1319.6800537109375,4223740000,False,False,0.003917728825568,False,0.13579109225583794,0.011729216571423704,0.06513090006564577,0.05204585408748947,0.08516083002763522,0.003917728825568,0.003917728825568,1.534859915068642e-05
2011-04-18,1313.3499755859375,1313.3499755859375,1294.699951171875,1305.1400146484375,1305.1400146484375,4223740000,False,False,-0.0110789977285779,False,0.12759553057467254,0.031747722090194504,0.10016970767225955,0.07615065653468163,0.0775314218457103,-0.0110789977285779,0.0110789977285779,0.00012274419066983427
2011-04-19,1305.989990234375,1312.699951171875,1303.969970703125,1312.6199951171875,1312.6199951171875,3886300000,False,False,0.0057148102180944,False,0.12880614499612225,0.032263309671928905,0.0927796825186808,0.08137022532326141,0.0791404916393103,0.0057148102180944,0.0057148102180944,3.265905582883616e-05
2011-04-20,1319.1199951171875,1332.6600341796875,1319.1199951171875,1330.3599853515625,1330.3599853515625,4236280000,False,False,0.0134244351323473,False,0.09023865284436929,0.022387993011016103,0.13300039471778957,0.10508396702951511,0.09180007099898643,0.0134244351323473,0.0134244351323473,0.00018021545862260046
2011-04-21,1333.22998046875,1337.489990234375,1332.8299560546875,1337.3800048828125,1337.3800048828125,3587240000,False,False,0.0052629084996557,False,0.08374474303297262,0.019423104253381104,0.13814753603102867,0.10808479878595194,0.0876760355987241,0.0052629084996557,0.0052629084996557,2.769820587574821e-05
2011-04-25,1337.1400146484375,1337.550048828125,1331.469970703125,1335.25,1335.25,2142130000,False,False,-0.0015939395500958,False,0.08390610238045178,0.019262794694431505,0.13579109225583794,0.10649238207354227,0.08714119049268308,-0.0015939395500958,0.0015939395500958,2.5406432893596016e-06
2011-04-26,1336.75,1349.550048828125,1336.75,1347.239990234375,1347.239990234375,3908060000,False,False,0.0089395077901929,False,0.0599168729021273,0.006938260533186006,0.12759553057467254,0.11470525218528163,0.09222317420018485,0.0089395077901929,0.0089395077901929,7.991479953091955e-05
2011-04-27,1348.4300537109375,1357.489990234375,1344.25,1355.6600341796875,1355.6600341796875,4051570000,False,False,0.0062303977998288,False,0.06339173864058746,-0.006171051519475094,0.12880614499612225,0.11224770037071863,0.09149091179318532,0.0062303977998288,0.0062303977998288,3.881785674411155e-05
2011-04-28,1353.8599853515625,1361.7099609375,1353.5999755859375,1360.47998046875,1360.47998046875,4036820000,False,False,0.0035491184714345,False,0.08699184773292039,-0.018831387171604097,0.09023865284436929,0.11364884394980533,0.08927488809903361,0.0035491184714345,0.0035491184714345,1.2596241924277562e-05
2011-04-29,1360.1400146484375,1364.56005859375,1358.68994140625,1363.6099853515625,1363.6099853515625,3479070000,False,False,0.0022980197420207,False,0.08963286956638096,-0.017316763917748095,0.08374474303297262,0.11423205263213772,0.08941081857315204,0.0022980197420207,0.0022980197420207,5.280894734716886e-06
2011-05-02,1365.2099609375,1370.5799560546875,1358.5899658203125,1361.219970703125,1361.219970703125,3846250000,False,False,-0.0017542491090454,False,0.09441913021310748,-0.011028644706771295,0.08390610238045178,0.11287040079824368,0.08788770762755282,-0.0017542491090454,0.0017542491090454,3.0773899365865795e-06
2011-05-03,1359.760009765625,1360.8399658203125,1349.52001953125,1356.6199951171875,1356.6199951171875,4223740000,False,False,-0.0033850263710526,False,0.10768804506403198,0.0003979976739446039,0.0599168729021273,0.09967610315667906,0.08869680950057894,-0.0033850263710526,0.0033850263710526,1.1458403532721533e-05
2011-05-04,1355.9000244140625,1355.9000244140625,1341.5,1347.3199462890625,1347.3199462890625,4223740000,False,False,-0.0068789142528323,False,0.12451635153206747,-0.0038967777611086957,0.06339173864058746,0.1015124019926595,0.09199424255755802,-0.0068789142528323,0.0068789142528323,4.731946129781936e-05
2011-05-05,1344.1600341796875,1348.0,1329.1700439453125,1335.0999755859375,1335.0999755859375,3846250000,False,False,-0.0091112171806945,False,0.11190338282753631,0.010097933091753206,0.08699184773292039,0.08863011914454981,0.09720580781578156,-0.0091112171806945,0.0091112171806945,8.301427851378265e-05
2011-05-06,1340.239990234375,1354.3599853515625,1335.5799560546875,1340.199951171875,1340.199951171875,4223740000,False,False,0.0038126429958767,False,0.12286790740734732,-0.0018147569495486956,0.08963286956638096,0.0867387839791476,0.0979947457131783,0.0038126429958767,0.0038126429958767,1.4536246614007657e-05
2011-05-09,1340.199951171875,1349.43994140625,1338.6400146484375,1346.2900390625,1346.2900390625,4265250000,False,False,0.0045338701019314,False,0.12654141190987275,-0.012572345689575794,0.09441913021310748,0.08931742877758679,0.09828079803078678,0.0045338701019314,0.0045338701019314,2.055597810118744e-05
2011-05-10,1348.3399658203125,1359.43994140625,1348.3399658203125,1357.1600341796875,1357.1600341796875,4223740000,False,False,0.0080416160096633,False,0.11296163594241894,-0.020982590222569094,0.10768804506403198,0.08713996416134977,0.10185938403733448,0.0080416160096633,0.0080416160096633,6.466758804687309e-05
2011-05-11,1354.510009765625,1354.510009765625,1336.3599853515625,1342.0799560546875,1342.0799560546875,3846250000,False,False,-0.0111736896878856,False,0.10168606217583076,-0.0010436285509803946,0.12451635153206747,0.09879988442992718,0.10573779693629332,-0.0111736896878856,0.0111736896878856,0.000124851341241161
2011-05-12,1339.3900146484375,1351.050048828125,1332.030029296875,1348.6500244140625,1348.6500244140625,3777210000,False,False,0.0048834936721674,False,0.09683304893122312,-0.0037515496339803945,0.11190338282753631,0.10022461938125217,0.10714717462734161,0.0048834936721674,0.0048834936721674,2.3848510446099037e-05
2011-05-13,1348.68994140625,1350.469970703125,1333.3599853515625,1337.77001953125,1337.77001953125,3426660000,False,False,-0.0081000470454252,False,0.09524725934352352,-0.003369477201169195,0.12286790740734732,0.10754202429135394,0.1109374797740458,-0.0081000470454252,0.0081000470454252,6.56107621381015e-05
2011-05-16,1334.77001953125,1343.3299560546875,1327.3199462890625,1329.469970703125,1329.469970703125,3846250000,False,False,-0.0062237186380957,False,0.11989205472997765,-0.009143023404062096,0.12654141190987275,0.11164161651987986,0.11225768997161861,-0.0062237186380957,0.0062237186380957,3.87346736861798e-05
2011-05-17,1326.0999755859375,1330.4200439453125,1318.510009765625,1328.97998046875,1328.97998046875,4053970000,False,False,-0.00036862852333,False,0.12000744298567821,-0.009602117526063495,0.11296163594241894,0.11035634608961226,0.10515191073573321,-0.00036862852333,0.00036862852333,1.3588698821245636e-07
2011-05-18,1328.5400390625,1341.8199462890625,1326.5899658203125,1340.6800537109375,1340.6800537109375,3922030000,False,False,0.0087652719837031,False,0.10506481356996449,-0.015189276353097095,0.10168606217583076,0.11367580446094125,0.10776584866775156,0.0087652719837031,0.0087652719837031,7.682999294829048e-05
2011-05-19,1342.4000244140625,1346.8199462890625,1336.3599853515625,1343.5999755859375,1343.5999755859375,3626110000,False,False,0.0021755725891674,False,0.10763164411677956,-0.013419526174565294,0.09683304893122312,0.10463987398110432,0.09696597662674905,0.0021755725891674,0.0021755725891674,4.7331160907365445e-06
2011-05-20,1342.0,1342.0,1330.6700439453125,1333.27001953125,1333.27001953125,4066020000,False,False,-0.007717974612614,False,0.09704808916888155,-0.0016289362431853938,0.09524725934352352,0.10992852924312435,0.09901489329322555,-0.007717974612614,0.007717974612614,5.9567132120954226e-05
