Date,Open,High,Low,Close,Adj Close,Volume,flag_missing_value,flag_zero_volume,log_return,flag_outlier_return
2011-06-03,1312.93994140625,1312.93994140625,1297.9000244140625,1300.1600341796875,1300.1600341796875,3505030000,False,False,-0.00978149266519151,False
2011-06-06,1300.260009765625,1300.260009765625,1284.719970703125,1286.1700439453125,1286.1700439453125,3555980000,False,False,-0.010818516013722313,False
2011-06-07,1286.31005859375,1296.219970703125,1284.739990234375,1284.93994140625,1284.93994140625,3846250000,False,False,-0.0009568650426676839,False
2011-06-08,1284.6300048828125,1287.0400390625,1277.4200439453125,1279.56005859375,1279.56005859375,3970810000,False,False,-0.0041956644216076975,False
2011-06-09,1279.6300048828125,1294.5400390625,1279.6300048828125,1289.0,1289.0,3332510000,False,False,0.007350409328991669,False
2011-06-10,1288.5999755859375,1288.5999755859375,1268.280029296875,1270.97998046875,1270.97998046875,3846250000,False,False,-0.014078482881846339,False
2011-06-13,1271.31005859375,1277.0400390625,1265.6400146484375,1271.8299560546875,1271.8299560546875,4132520000,False,False,0.0006685325595012269,False
2011-06-14,1272.219970703125,1292.5,1272.219970703125,1287.8699951171875,1287.8699951171875,3500280000,False,False,0.012532913485107313,False
2011-06-15,1287.8699951171875,1287.8699951171875,1261.9000244140625,1265.4200439453125,1265.4200439453125,4070500000,False,False,-0.01758556950725801,False
2011-06-16,1265.530029296875,1274.1099853515625,1258.0699462890625,1267.6400146484375,1267.6400146484375,3846250000,False,False,0.0017527979756827483,False
2011-06-17,1268.5799560546875,1279.8199462890625,1267.4000244140625,1271.5,1271.5,4916460000,False,False,0.003040390291799793,False
2011-06-20,1271.5,1280.4200439453125,1267.56005859375,1278.3599853515625,1278.3599853515625,3464660000,False,False,0.005380689090158733,False
2011-06-21,1278.4000244140625,1297.6199951171875,1278.4000244140625,1295.52001953125,1295.52001953125,4056150000,False,False,0.0133341790614636,False
2011-06-22,1295.47998046875,1298.6099853515625,1286.7900390625,1287.1400146484375,1287.1400146484375,3718420000,False,False,-0.006489459844407726,False
2011-06-23,1286.5999755859375,1286.5999755859375,1262.8699951171875,1283.5,1283.5,4983450000,False,False,-0.002831992858193941,False
2011-06-24,1283.0400390625,1283.9300537109375,1267.239990234375,1268.449951171875,1268.449951171875,3665340000,False,False,-0.011795077176858442,False
2011-06-27,1268.43994140625,1284.9100341796875,1267.530029296875,1280.0999755859375,1280.0999755859375,3479070000,False,False,0.009142536655730837,False
2011-06-28,1280.2099609375,1296.800048828125,1280.2099609375,1296.6700439453125,1296.6700439453125,3681500000,False,False,0.012861292735996777,False
2011-06-29,1296.8499755859375,1309.2099609375,1296.8499755859375,1307.4100341796875,1307.4100341796875,4347540000,False,False,0.008248633534913173,False
2011-06-30,1307.6400146484375,1321.969970703125,1307.6400146484375,1320.6400146484375,1320.6400146484375,4200500000,False,False,0.010068371595162745,False
2011-07-01,1320.6400146484375,1341.010009765625,1318.1800537109375,1339.6700439453125,1339.6700439453125,3796930000,False,False,0.014306869106082431,False
2011-07-05,1339.5899658203125,1340.8900146484375,1334.300048828125,1337.8800048828125,1337.8800048828125,3722320000,False,False,-0.0013370725450782008,False
2011-07-06,1337.56005859375,1340.93994140625,1330.9200439453125,1339.219970703125,1339.219970703125,3564190000,False,False,0.0010010578196052824,False
2011-07-07,1339.6199951171875,1356.47998046875,1339.6199951171875,1353.219970703125,1353.219970703125,4069530000,False,False,0.010399582892092554,False
2011-07-08,1352.3900146484375,1352.3900146484375,1333.7099609375,1343.800048828125,1343.800048828125,3594360000,False,False,-0.006985458106936123,False
2011-07-11,1343.31005859375,1343.31005859375,1316.4200439453125,1319.489990234375,1319.489990234375,3879130000,False,False,-0.018256166936573934,False
2011-07-12,1319.6099853515625,1327.1700439453125,1313.3299560546875,1313.6400146484375,1313.6400146484375,4227890000,False,False,-0.004443369829837216,False
2011-07-13,1314.449951171875,1331.47998046875,1314.449951171875,1317.719970703125,1317.719970703125,4060080000,False,False,0.0031010271091221173,False
2011-07-14,1317.739990234375,1326.8800048828125,1306.510009765625,1308.8699951171875,1308.8699951171875,4358570000,False,False,-0.006738782369334765,False
2011-07-15,1308.8699951171875,1317.699951171875,1307.52001953125,1316.1400146484375,1316.1400146484375,4242760000,False,False,0.005539055540283086,False
2011-07-18,1315.93994140625,1315.93994140625,1295.9200439453125,1305.43994140625,1305.43994140625,4118160000,False,False,-0.008163117539368405,False
2011-07-19,1307.0699462890625,1328.1400146484375,1307.0699462890625,1326.72998046875,1326.72998046875,4304600000,False,False,0.01617714964684356,False
2011-07-20,1328.6600341796875,1330.4300537109375,1323.6500244140625,1325.8399658203125,1325.8399658203125,3767420000,False,False,-0.0006710584073998067,False
2011-07-21,1325.6500244140625,1347.0,1325.6500244140625,1343.800048828125,1343.800048828125,4837430000,False,False,0.013455262786265243,False
2011-07-22,1343.800048828125,1346.0999755859375,1336.949951171875,1345.02001953125,1345.02001953125,3522830000,False,False,0.0009074395131127662,False
2011-07-25,1344.3199462890625,1344.3199462890625,1331.0899658203125,1337.4300537109375,1337.4300537109375,3536890000,False,False,-0.005658995223243947,False
2011-07-26,1337.3900146484375,1338.510009765625,1329.5899658203125,1331.93994140625,1331.93994140625,4007050000,False,False,-0.00411342006232854,False
2011-07-27,1331.9100341796875,1331.9100341796875,1303.489990234375,1304.8900146484375,1304.8900146484375,3479040000,False,False,-0.02051772480729147,False
2011-07-28,1304.8399658203125,1316.3199462890625,1299.1600341796875,1300.6700439453125,1300.6700439453125,4951800000,False,False,-0.0032392071555055867,False
2011-07-29,1300.1199951171875,1304.1600341796875,1282.8599853515625,1292.280029296875,1292.280029296875,5061190000,False,False,-0.006471427287173138,False
2011-08-01,1292.5899658203125,1307.3800048828125,1274.72998046875,1286.93994140625,1286.93994140625,4967390000,False,False,-0.004140860866230743,False
2011-08-02,1286.56005859375,1286.56005859375,1254.030029296875,1254.050048828125,1254.050048828125,5206290000,False,False,-0.025888909190623945,False
2011-08-03,1254.25,1261.199951171875,1234.56005859375,1260.3399658203125,1260.3399658203125,6446940000,False,False,0.0050031459527175165,False
2011-08-04,1260.22998046875,1260.22998046875,1199.5400390625,1200.0699462890625,1200.0699462890625,4266530000,False,False,-0.0490016550437416,False
2011-08-05,1200.280029296875,1218.1099853515625,1168.0899658203125,1199.3800048828125,1199.3800048828125,5454590000,False,False,-0.0005750829892724604,False
2011-08-08,1198.47998046875,1198.47998046875,1119.280029296875,1119.4599609375,1119.4599609375,2615150000,False,False,-0.06895836939262512,False
2011-08-09,1120.22998046875,1172.8800048828125,1101.5400390625,1172.530029296875,1172.530029296875,2366660000,False,False,0.04631744106338802,False
2011-08-10,1171.77001953125,1171.77001953125,1118.010009765625,1120.760009765625,1120.760009765625,5018070000,False,False,-0.04515679702747437,False
2011-08-11,1121.300048828125,1186.2900390625,1121.300048828125,1172.6400146484375,1172.6400146484375,3685050000,False,False,0.04525059436377155,False
2011-08-12,1172.8699951171875,1189.0400390625,1170.739990234375,1178.81005859375,1178.81005859375,5640380000,False,False,0.005247875067275939,False
2011-08-15,1178.8599853515625,1204.489990234375,1178.8599853515625,1204.489990234375,1204.489990234375,4272850000,False,False,0.021550727976033655,False
2011-08-16,1204.219970703125,1204.219970703125,1180.530029296875,1192.760009765625,1192.760009765625,5071600000,False,False,-0.009786275177620173,False
2011-08-17,1192.8900146484375,1208.469970703125,1184.3599853515625,1193.8900146484375,1193.8900146484375,4388340000,False,False,0.0009469381398126654,False
2011-08-18,1189.6199951171875,1189.6199951171875,1131.030029296875,1140.6500244140625,1140.6500244140625,3234810000,False,False,-0.04561859893236344,False
2011-08-19,1140.469970703125,1154.5400390625,1122.050048828125,1123.530029296875,1123.530029296875,5167560000,False,False,-0.015122756128207963,False
2011-08-22,1123.550048828125,1145.489990234375,1121.0899658203125,1123.8199462890625,1123.8199462890625,5436260000,False,False,0.0002580078732242726,False
2011-08-23,1124.3599853515625,1162.3499755859375,1124.3599853515625,1162.3499755859375,1162.3499755859375,5013170000,False,False,0.03371024838647402,False
2011-08-24,1162.1600341796875,1178.56005859375,1156.300048828125,1177.5999755859375,1177.5999755859375,5315310000,False,False,0.013034651368546804,False
2011-08-25,1176.68994140625,1190.6800537109375,1155.469970703125,1159.27001953125,1159.27001953125,5748420000,False,False,-0.01568793473796148,False
2011-08-26,1158.8499755859375,1181.22998046875,1135.9100341796875,1176.800048828125,1176.800048828125,5035320000,False,False,0.015008418274915636,False
2011-08-29,1177.9100341796875,1210.280029296875,1177.9100341796875,1210.0799560546875,1210.0799560546875,4228070000,False,False,0.027887505012164332,False
2011-08-30,1209.760009765625,1220.0999755859375,1195.77001953125,1212.9200439453125,1212.9200439453125,4572570000,False,False,0.0023442750237692416,False
2011-08-31,1213.0,1230.7099609375,1209.3499755859375,1218.8900146484375,1218.8900146484375,5267840000,False,False,0.004909908712070555,False
2011-09-01,1219.1199951171875,1229.2900390625,1203.8499755859375,1204.4200439453125,1204.4200439453125,4780410000,False,False,-0.011942460792303735,False
2011-09-02,1203.9000244140625,1203.9000244140625,1170.56005859375,1173.969970703125,1173.969970703125,4401740000,False,False,-0.025607017291752767,False
2011-09-06,1173.969970703125,1173.969970703125,1140.1300048828125,1165.239990234375,1165.239990234375,5103980000,False,False,-0.007464076457609708,False
2011-09-07,1165.8499755859375,1198.6199951171875,1165.8499755859375,1198.6199951171875,1198.6199951171875,4441040000,False,False,0.028243824959147193,False
2011-09-08,1197.97998046875,1204.4000244140625,1183.3399658203125,1185.9000244140625,1185.9000244140625,4465170000,False,False,-0.01066889038730246,False
2011-09-09,1185.3699951171875,1185.3699951171875,1148.3699951171875,1154.22998046875,1154.22998046875,4586370000,False,False,-0.027068562510962152,False
2011-09-12,1153.5,1162.52001953125,1136.0699462890625,1162.27001953125,1162.27001953125,5168550000,False,False,0.0069415681820229275,False
2011-09-13,1162.5899658203125,1176.4100341796875,1157.43994140625,1172.8699951171875,1172.8699951171875,4681370000,False,False,0.009078726180354301,False
2011-09-14,1173.3199462890625,1202.3800048828125,1162.72998046875,1188.6800537109375,1188.6800537109375,4986740000,False,False,0.013389760518230381,False
2011-09-15,1189.43994140625,1209.1099853515625,1189.43994140625,1209.1099853515625,1209.1099853515625,4479730000,False,False,0.01704104671810514,False
2011-09-16,1209.2099609375,1220.06005859375,1204.4599609375,1216.010009765625,1216.010009765625,5248890000,False,False,0.00569047556193546,False
2011-09-19,1214.989990234375,1214.989990234375,1188.3599853515625,1204.0899658203125,1204.0899658203125,4254190000,False,False,-0.009850948688080358,False
2011-09-20,1204.5,1220.3900146484375,1201.2900390625,1202.0899658203125,1202.0899658203125,4315610000,False,False,-0.0016623864527241425,False
2011-09-21,1203.6300048828125,1206.300048828125,1166.2099609375,1166.760009765625,1166.760009765625,4728550000,False,False,-0.02983099508714744,False
2011-09-22,1164.550048828125,1164.550048828125,1114.219970703125,1129.56005859375,1129.56005859375,6703140000,False,False,-0.032402456759229786,False
2011-09-23,1128.8199462890625,1141.719970703125,1121.3599853515625,1136.4300537109375,1136.4300537109375,5639930000,False,False,0.006063588829469748,False
2011-09-26,1136.9100341796875,1164.18994140625,1131.0699462890625,1162.949951171875,1162.949951171875,4762830000,False,False,0.02306802129696945,False
2011-09-27,1163.3199462890625,1195.8599853515625,1163.3199462890625,1175.3800048828125,1175.3800048828125,5548130000,False,False,0.010631665357294654,False
2011-09-28,1175.3900146484375,1184.7099609375,1150.4000244140625,1151.06005859375,1151.06005859375,4787920000,False,False,-0.02090819585269548,False
2011-09-29,1151.739990234375,1175.8699951171875,1139.9300537109375,1160.4000244140625,1160.4000244140625,5285740000,False,False,0.008081486435358656,False
2011-09-30,1159.9300537109375,1159.9300537109375,1131.3399658203125,1131.4200439453125,1131.4200439453125,4416790000,False,False,-0.02529127447886567,False
2011-10-03,1131.2099609375,1138.989990234375,1098.9200439453125,1099.22998046875,1099.22998046875,5670340000,False,False,-0.02886360290378494,False
2011-10-04,1097.4200439453125,1125.1199951171875,1074.77001953125,1123.949951171875,1123.949951171875,3714670000,False,False,0.02223930613115467,False
2011-10-05,1124.030029296875,1146.0699462890625,1115.6800537109375,1144.030029296875,1144.030029296875,2510620000,False,False,0.017707918945510777,False
2011-10-06,1144.1099853515625,1165.550048828125,1134.949951171875,1164.969970703125,1164.969970703125,5098330000,False,False,0.018138168466480482,False
2011-10-07,1165.030029296875,1171.4000244140625,1150.260009765625,1155.4599609375,1155.4599609375,5580380000,False,False,-0.00819681118762265,False
2011-10-10,1158.1500244140625,1194.9100341796875,1158.1500244140625,1194.8900146484375,1194.8900146484375,4446800000,False,False,0.033555643919288364,False
2011-10-11,1194.5999755859375,1199.239990234375,1187.300048828125,1195.5400390625,1195.5400390625,4424500000,False,False,0.0005438556372526529,False
2011-10-12,1196.18994140625,1220.25,1196.18994140625,1207.25,1207.25,5355360000,False,False,0.009747046937638061,False
2011-10-13,1206.9599609375,1207.4599609375,1190.5799560546875,1203.6600341796875,1203.6600341796875,4436270000,False,False,-0.0029781023951361333,False
2011-10-14,1205.6500244140625,1224.6099853515625,1205.6500244140625,1224.5799560546875,1224.5799560546875,4116690000,False,False,0.017230948802478146,False
